ZipCode,Latitude,Longitude
10279,40.7122925,-74.0079447
10280,40.7084274,-74.0173484
10281,40.71111459999999,-74.0145738
10282,40.7167028,-74.0152027
10301,40.6274394,-74.0946311
10302,40.6311567,-74.1386767
10303,40.6311444,-74.17390569999999
10304,40.6047352,-74.0916944
10305,40.5944059,-74.0711359
10306,40.5729336,-74.12986839999999
10307,40.5070853,-74.2443436
10308,40.5535039,-74.1504204
10309,40.5265593,-74.22380199999999
10310,40.6307451,-74.1181234
10311,40.6040843,-74.18237669999999
10312,40.555548,-74.1827119
10314,40.5952146,-74.1827119
10451,40.8187386,-73.9271644
10452,40.8376318,-73.92128579999999
10453,40.8515872,-73.9154069
10454,40.8022594,-73.9154069
10455,40.8147803,-73.90805809999999
10456,40.83102239999999,-73.9095279
10457,40.84413869999999,-73.8977693
10458,40.8621792,-73.88601
10459,40.8285039,-73.8918897
10460,40.841618,-73.8801301
10461,40.8476284,-73.8360251
10462,40.8382522,-73.8566087
10463,40.8803247,-73.9095279
10464,40.864318,-73.7977928
10465,40.8262186,-73.8242621
10466,40.8887394,-73.8477874
10467,40.8723987,-73.8713099
10468,40.8687887,-73.8977693
10469,40.8690303,-73.8477874
10470,40.89907669999999,-73.86836970000002
10471,40.8971509,-73.9065883
10472,40.8300731,-73.86836970000002
10473,40.811547,-73.859549
10474,40.8050442,-73.8830701
10475,40.87347,-73.8272029
11004,40.7430884,-73.7095365
11101,40.7443091,-73.9418603
11102,40.7732937,-73.9286341
11103,40.7633726,-73.9109977
11104,40.7448741,-73.91981609999999
11105,40.7787902,-73.9065883
11106,40.7595044,-73.9271644
11109,40.7449081,-73.95692249999999
11201,40.6986772,-73.9859414
11203,40.6515882,-73.93304289999999
11204,40.6195067,-73.9859414
11205,40.6945036,-73.9565551
11206,40.7047738,-73.9418603
11207,40.6655101,-73.8918897
11208,40.6749343,-73.8713099
11209,40.6212119,-74.03294989999999
11210,40.6285158,-73.9447994
11211,40.7093358,-73.9565551
11212,40.6639181,-73.9154069
11213,40.6722134,-73.93892129999999
11214,40.6042332,-74.00259989999999
11215,40.6681669,-73.9800645
11216,40.6788319,-73.9506774
11217,40.6815619,-73.9785952
11218,40.6483744,-73.9800645
11219,40.6310753,-73.9976946
11220,40.6385229,-74.0153231
11221,40.6903213,-73.9271644
11222,40.7282702,-73.9506774
11223,40.6009233,-73.977126
11224,40.5749261,-73.9859414
11225,40.6648278,-73.9565551
11226,40.6470923,-73.9536163
11228,40.6137658,-74.0153231
11229,40.59880769999999,-73.9447994
11230,40.6190629,-73.96537150000002
11231,40.6772802,-74.0094471
11232,40.6560436,-74.0079781
11233,40.6795939,-73.92128579999999
11234,40.6007956,-73.9065883
11235,40.5860069,-73.9418603
11236,40.63871959999999,-73.8948295
11237,40.7043156,-73.92128579999999
11238,40.6805029,-73.96243270000001
11239,40.6516509,-73.8727799
11241,40.6933783,-73.9906685
11242,40.6930848,-73.9907886
11243,40.6855404,-73.97776879999999
11249,40.7119031,-73.9660683
11252,40.6111989,-74.0278089
11256,40.6634897,-73.8604373
11351,40.7817222,-73.8280679
11354,40.7699016,-73.8272029
11355,40.7493096,-73.8213213
11356,40.7901266,-73.8477874
11357,40.7850656,-73.8124984
11358,40.76074300000001,-73.7977928
11359,40.7908824,-73.7757324
11360,40.7779482,-73.7801447
11361,40.7622954,-73.7742616
11362,40.7612957,-73.7330753
11363,40.7728635,-73.74484369999999
11364,40.7469886,-73.7536695
11365,40.7421943,-73.7889689
11366,40.7284018,-73.7874983
11367,40.7295546,-73.8213213
11368,40.7506343,-73.8477874
11369,40.7659246,-73.86836970000002
11370,40.7594109,-73.8918897
11371,40.7766392,-73.87425
11372,40.7527924,-73.8801301
11373,40.737975,-73.8801301
11374,40.72557219999999,-73.8624893
11375,40.7245678,-73.8457658
11377,40.74133339999999,-73.90364869999999
11378,40.7224092,-73.9095279
11379,40.7182124,-73.8801301
11385,40.6980708,-73.8948295
11411,40.69300670000001,-73.7389596
11412,40.6963978,-73.762495
11413,40.6679426,-73.7536695
11414,40.6616787,-73.8477874
11415,40.7071412,-73.82867329999999
11416,40.6853768,-73.8492576
11417,40.6736207,-73.8448469
11418,40.6966538,-73.83308439999999
11419,40.6900246,-73.8213213
11420,40.6764003,-73.8124984
11421,40.693029,-73.859549
11422,40.6584068,-73.7389596
11423,40.71700730000001,-73.7683784
11426,40.7349144,-73.7213063
11427,40.7292825,-73.75072759999999
11428,40.7226473,-73.7389596
11429,40.7078289,-73.7389596
11430,40.6433507,-73.7889689
11432,40.7154518,-73.7919103
11433,40.69978340000001,-73.7860276
11434,40.6812166,-73.7772032
11435,40.7031635,-73.8095574
11436,40.6718171,-73.7977928
11691,40.6024346,-73.762495
11692,40.592658,-73.7977928
11693,40.6166766,-73.8272029
11694,40.5722132,-73.8624893
11697,40.5591088,-73.9095279
10451,40.8187386,-73.9271644
10452,40.8376318,-73.92128579999999
10453,40.8515872,-73.9154069
10454,40.8022594,-73.9154069
10455,40.8147803,-73.90805809999999
10456,40.83102239999999,-73.9095279
10457,40.84413869999999,-73.8977693
10458,40.8621792,-73.88601
10459,40.8285039,-73.8918897
10460,40.841618,-73.8801301
10461,40.8476284,-73.8360251
10462,40.8382522,-73.8566087
10463,40.8803247,-73.9095279
10464,40.864318,-73.7977928
10465,40.8262186,-73.8242621
10466,40.8887394,-73.8477874
10467,40.8723987,-73.8713099
10468,40.8687887,-73.8977693
10469,40.8690303,-73.8477874
10470,40.89907669999999,-73.86836970000002
10471,40.8971509,-73.9065883
10472,40.8300731,-73.86836970000002
10473,40.811547,-73.859549
10474,40.8050442,-73.8830701
10475,40.87347,-73.8272029
11201,40.6986772,-73.9859414
11203,40.6515882,-73.93304289999999
11204,40.6195067,-73.9859414
11205,40.6945036,-73.9565551
11206,40.7047738,-73.9418603
11207,40.6655101,-73.8918897
11208,40.6749343,-73.8713099
11209,40.6212119,-74.03294989999999
11210,40.6285158,-73.9447994
11211,40.7093358,-73.9565551
11212,40.6639181,-73.9154069
11213,40.6722134,-73.93892129999999
11214,40.6042332,-74.00259989999999
11215,40.6681669,-73.9800645
11216,40.6788319,-73.9506774
11217,40.6815619,-73.9785952
11218,40.6483744,-73.9800645
11219,40.6310753,-73.9976946
11220,40.6385229,-74.0153231
11221,40.6903213,-73.9271644
11222,40.7282702,-73.9506774
11223,40.6009233,-73.977126
11224,40.5749261,-73.9859414
11225,40.6648278,-73.9565551
11226,40.6470923,-73.9536163
11228,40.6137658,-74.0153231
11229,40.59880769999999,-73.9447994
11230,40.6190629,-73.96537150000002
11231,40.6772802,-74.0094471
11232,40.6560436,-74.0079781
11233,40.6795939,-73.92128579999999
11234,40.6007956,-73.9065883
11235,40.5860069,-73.9418603
11236,40.63871959999999,-73.8948295
11237,40.7043156,-73.92128579999999
11238,40.6805029,-73.96243270000001
11239,40.6516509,-73.8727799
11241,40.6933783,-73.9906685
11242,40.6930848,-73.9907886
11243,40.6855404,-73.97776879999999
11249,40.7119031,-73.9660683
11252,40.6111989,-74.0278089
11256,40.6634897,-73.8604373
10001,40.75368539999999,-73.9991637
10002,40.7135097,-73.9859414
10003,40.7322535,-73.9874105
10004,40.7038704,-74.0138541
10005,40.6998433,-74.0072436
10006,40.709329,-74.0131196
10007,40.7136487,-74.0087126
10009,40.7275043,-73.9800645
10010,40.7388319,-73.98153370000001
10011,40.7464969,-74.0094471
10012,40.7250632,-73.9976946
10013,40.7217861,-74.0094471
10014,40.7366138,-74.0094471
10015,48.429958,4.120541
10016,40.74727,-73.9800645
10017,40.7519846,-73.9697795
10018,40.755322,-73.9932872
10019,40.7686973,-73.9918181
10020,40.7605505,-73.98226830000002
10021,40.7700703,-73.9580246
10022,40.7593941,-73.9697795
10023,40.7769059,-73.9800645
10024,40.7859464,-73.97418739999999
10025,40.7999209,-73.96831019999999
10026,40.8032131,-73.95258249999999
10027,40.8138912,-73.96243270000001
10028,40.77664120000001,-73.9521468
10029,40.79164069999999,-73.9447994
10030,40.8173411,-73.9433299
10031,40.8270209,-73.9506774
10032,40.8409822,-73.9447994
10033,40.8557765,-73.9447994
10034,40.8721452,-73.92128579999999
10035,40.794065,-73.9271644
10036,40.7602619,-73.9932872
10037,40.8140369,-73.9374517
10038,40.7071498,-74.0021019
10039,40.8288377,-73.9374517
10040,40.8639624,-73.93304289999999
10041,40.7035351,-74.00978099999999
10044,40.7573053,-73.9550857
10045,40.708873,-74.0093553
10048,48.171304,4.617051
10055,40.7589745,-73.97419099999999
10060,40.75,-73.99
10069,40.7750791,-73.9932872
10090,40.71,-74.00999999999999
10095,40.75,-73.99
10098,47.977528,4.107552
10099,48.02561799999999,3.912706999999999
10103,40.7598323,-73.97633859999999
10104,40.760105,-73.9780442
10105,40.7634529,-73.9798808
10106,40.76546159999999,-73.9809827
10107,40.7659788,-73.982452
10110,40.75352770000001,-73.9809365
10111,40.7591267,-73.97767689999999
10112,40.7590788,-73.9795135
10115,40.8108356,-73.96371839999999
10118,40.7484238,-73.9856319
10119,40.7502013,-73.9931036
10120,40.7499889,-73.9894307
10121,40.74928209999999,-73.9917906
10122,40.7513534,-73.99132639999999
10123,40.75184549999999,-73.9916344
10128,40.7826039,-73.9506774
10151,40.7631239,-73.9737712
10152,40.758778,-73.9727343
10153,40.7638697,-73.9732294
10154,40.7577789,-73.9725344
10155,40.7608571,-73.9681265
10158,40.7490007,-73.9756518
10161,40.71,-74.00999999999999
10162,40.7694389,-73.9500145
10165,40.7521822,-73.9787789
10166,40.7541009,-73.9763266
10167,40.75469590000001,-73.97473839999999
10168,40.751356,-73.9773096
10169,40.7545632,-73.9759771
10170,40.7525629,-73.976024
10171,40.7565106,-73.9743893
10172,40.7555302,-73.9751038
10173,40.754139,-73.9795135
10174,40.7517367,-73.9745547
10175,40.7544003,-73.9801334
10176,40.7555263,-73.9784116
10177,40.7550496,-73.9756191
10178,40.7508375,-73.9785294
10199,40.7517769,-73.9965928
10270,40.7051078,-74.0056827
10271,40.7085019,-74.0110018
10278,40.7151351,-74.0039382
10279,40.7122925,-74.0079447
10280,40.7084274,-74.0173484
10281,40.71111459999999,-74.0145738
10282,40.7167028,-74.0152027
11101,40.7443091,-73.9418603
11102,40.7732937,-73.9286341
11103,40.7633726,-73.9109977
11004,40.7430884,-73.7095365
11104,40.7448741,-73.91981609999999
11105,40.7787902,-73.9065883
11106,40.7595044,-73.9271644
11109,40.7449081,-73.95692249999999
11351,40.7817222,-73.8280679
11354,40.7699016,-73.8272029
11355,40.7493096,-73.8213213
11356,40.7901266,-73.8477874
11357,40.7850656,-73.8124984
11358,40.76074300000001,-73.7977928
11359,40.7908824,-73.7757324
11360,40.7779482,-73.7801447
11361,40.7622954,-73.7742616
11362,40.7612957,-73.7330753
11363,40.7728635,-73.74484369999999
11364,40.7469886,-73.7536695
11365,40.7421943,-73.7889689
11366,40.7284018,-73.7874983
11367,40.7295546,-73.8213213
11368,40.7506343,-73.8477874
11369,40.7659246,-73.86836970000002
11370,40.7594109,-73.8918897
11371,40.7766392,-73.87425
11372,40.7527924,-73.8801301
11373,40.737975,-73.8801301
11374,40.72557219999999,-73.8624893
11375,40.7245678,-73.8457658
11377,40.74133339999999,-73.90364869999999
11378,40.7224092,-73.9095279
11379,40.7182124,-73.8801301
11385,40.6980708,-73.8948295
11411,40.69300670000001,-73.7389596
11412,40.6963978,-73.762495
11413,40.6679426,-73.7536695
11414,40.6616787,-73.8477874
11415,40.7071412,-73.82867329999999
11416,40.6853768,-73.8492576
11417,40.6736207,-73.8448469
11418,40.6966538,-73.83308439999999
11419,40.6900246,-73.8213213
11420,40.6764003,-73.8124984
11421,40.693029,-73.859549
11422,40.6584068,-73.7389596
11423,40.71700730000001,-73.7683784
11426,40.7349144,-73.7213063
11427,40.7292825,-73.75072759999999
11428,40.7226473,-73.7389596
11429,40.7078289,-73.7389596
11430,40.6433507,-73.7889689
11432,40.7154518,-73.7919103
11433,40.69978340000001,-73.7860276
11434,40.6812166,-73.7772032
11435,40.7031635,-73.8095574
11436,40.6718171,-73.7977928
11691,40.6024346,-73.762495
11692,40.592658,-73.7977928
11693,40.6166766,-73.8272029
11694,40.5722132,-73.8624893
11697,40.5591088,-73.9095279
10301,40.6274394,-74.0946311
10302,40.6311567,-74.1386767
10303,40.6311444,-74.17390569999999
10304,40.6047352,-74.0916944
10305,40.5944059,-74.0711359
10306,40.5729336,-74.12986839999999
10307,40.5070853,-74.2443436
10308,40.5535039,-74.1504204
10309,40.5265593,-74.22380199999999
10310,40.6307451,-74.1181234
10311,40.6040843,-74.18237669999999
10312,40.555548,-74.1827119
10314,40.5952146,-74.1827119
